country_name,country_iso2,week,category,weekly_rank,show_title,season_title,imdb_tconst
Argentina,AR,2021-11-14,Films,8,Father Christmas Is Back,,tt13103340
Argentina,AR,2021-11-14,Films,9,Just Go With It,,tt1564367
Argentina,AR,2021-11-14,TV,9,"Yo soy Betty, la fea",1.0,tt0233127
Argentina,AR,2021-11-14,Films,10,Amina,,tt15826266
Argentina,AR,2021-11-14,TV,10,Where is Marta?,1.0,tt15796898
Argentina,AR,2021-11-21,Films,1,Red Notice,,tt7991608
Argentina,AR,2021-11-21,TV,1,The Queen of Flow,2.0,tt8560918
Argentina,AR,2021-11-21,Films,2,White Boy Rick,,tt4537896
Argentina,AR,2021-11-21,TV,2,The Queen of Flow,1.0,tt8560918
Argentina,AR,2021-11-21,Films,3,Goosebumps 2: Haunted Halloween,,tt5664636
Argentina,AR,2021-11-21,TV,3,Arcane,1.0,tt11126994
Argentina,AR,2021-11-21,Films,4,The Croods,,tt0481499
Argentina,AR,2021-11-21,TV,4,Maid,1.0,tt11337908
Argentina,AR,2021-11-21,Films,5,7 Prisoners,,tt14168118
Argentina,AR,2021-11-21,TV,5,Pasión de Gavilanes,1.0,tt0387763
Argentina,AR,2021-11-21,Films,6,Trolls,,tt1679335
Argentina,AR,2021-11-21,TV,6,Hellbound,1.0,tt12235718
Argentina,AR,2021-11-21,Films,7,Love Hard,,tt10752004
Argentina,AR,2021-11-21,TV,7,Squid Game,1.0,tt10919420
Argentina,AR,2021-11-21,Films,8,Five Feet Apart,,tt6472976
Argentina,AR,2021-11-21,TV,8,You,3.0,tt33513572
Argentina,AR,2021-11-21,Films,9,The Princess Switch 3: Romancing the Star,,tt14731142
Argentina,AR,2021-11-21,TV,9,"Yo soy Betty, la fea",1.0,tt0233127
Argentina,AR,2021-11-21,Films,10,In a Valley of Violence,,tt3608930
Argentina,AR,2021-11-21,TV,10,Narcos: Mexico,3.0,tt8714904
Argentina,AR,2021-11-28,Films,1,Bruised,,tt15722098
Argentina,AR,2021-11-28,TV,1,The Queen of Flow,2.0,tt8560918
Argentina,AR,2021-11-28,Films,2,Spoiled Brats,,tt13079150
Argentina,AR,2021-11-28,TV,2,The Queen of Flow,1.0,tt8560918
Argentina,AR,2021-11-28,Films,3,Red Notice,,tt7991608
Argentina,AR,2021-11-28,TV,3,Hellbound,1.0,tt12235718
Argentina,AR,2021-11-28,Films,4,Five Feet Apart,,tt6472976
Argentina,AR,2021-11-28,TV,4,Maid,1.0,tt11337908
Argentina,AR,2021-11-28,Films,5,The Croods,,tt0481499
Argentina,AR,2021-11-28,TV,5,Pasión de Gavilanes,1.0,tt0387763
Argentina,AR,2021-11-28,Films,6,A Boy Called Christmas,,tt10187208
Argentina,AR,2021-11-28,TV,6,True Story,1.0,tt9075682
Argentina,AR,2021-11-28,Films,7,Extinct,,tt27996204
Argentina,AR,2021-11-28,TV,7,Arcane,1.0,tt11126994
Argentina,AR,2021-11-28,Films,8,The Transporter Refueled,,tt2938956
Argentina,AR,2021-11-28,TV,8,"Yo soy Betty, la fea",1.0,tt0233127
Argentina,AR,2021-11-28,Films,9,A Castle For Christmas,,tt13070602
Argentina,AR,2021-11-28,TV,9,Squid Game,1.0,tt10919420
Argentina,AR,2021-11-28,Films,10,Jack Reacher: Never Go Back,,tt3393786
Argentina,AR,2021-11-28,TV,10,You,3.0,tt33513572
Argentina,AR,2021-12-05,Films,1,Spoiled Brats,,tt13079150
Argentina,AR,2021-12-05,TV,1,The Queen of Flow,2.0,tt8560918
Argentina,AR,2021-12-05,Films,2,The Power of the Dog,,tt2672748
Argentina,AR,2021-12-05,TV,2,Money Heist,5.0,tt6468322
Argentina,AR,2021-12-05,Films,3,Bruised,,tt15722098
Argentina,AR,2021-12-05,TV,3,The Queen of Flow,1.0,tt8560918
Argentina,AR,2021-12-05,Films,4,The Whole Truth,,tt15850662
Argentina,AR,2021-12-05,TV,4,Pasión de Gavilanes,1.0,tt0387763
Argentina,AR,2021-12-05,Films,5,More the Merrier,,tt6925902
Argentina,AR,2021-12-05,TV,5,Lost in Space,3.0,tt5232792
Argentina,AR,2021-12-05,Films,6,Red Notice,,tt7991608
Argentina,AR,2021-12-05,TV,6,Elves,1.0,tt13231962
Argentina,AR,2021-12-05,Films,7,A Castle For Christmas,,tt13070602
Argentina,AR,2021-12-05,TV,7,"Yo soy Betty, la fea",1.0,tt0233127
Argentina,AR,2021-12-05,TV,8,Maid,1.0,tt11337908
Argentina,AR,2021-12-05,Films,9,A Boy Called Christmas,,tt10187208
Argentina,AR,2021-12-05,Films,10,The Croods,,tt0481499
Argentina,AR,2021-12-05,TV,10,Hellbound,1.0,tt12235718
Argentina,AR,2021-12-12,Films,1,The Unforgivable,,tt11233960
Argentina,AR,2021-12-12,TV,1,The Queen of Flow,2.0,tt8560918
Argentina,AR,2021-12-12,Films,2,Redemption Day,,tt4439620
Argentina,AR,2021-12-12,TV,2,Money Heist,5.0,tt6468322
Argentina,AR,2021-12-12,Films,3,Spoiled Brats,,tt13079150
Argentina,AR,2021-12-12,TV,3,The Queen of Flow,1.0,tt8560918
Argentina,AR,2021-12-12,Films,4,John Wick: Chapter 3 - Parabellum,,tt6146586
Argentina,AR,2021-12-12,TV,4,Titans,3.0,tt1043813
Argentina,AR,2021-12-12,Films,5,The Whole Truth,,tt15850662
Argentina,AR,2021-12-12,TV,5,Pasión de Gavilanes,1.0,tt0387763
Argentina,AR,2021-12-12,Films,6,The Power of the Dog,,tt2672748
Argentina,AR,2021-12-12,TV,6,Lost in Space,3.0,tt5232792
Argentina,AR,2021-12-12,Films,7,Back to the Outback,,tt13575806
Argentina,AR,2021-12-12,TV,7,"Yo soy Betty, la fea",1.0,tt0233127
Argentina,AR,2021-12-12,Films,9,Troy,,tt31726617
Argentina,AR,2021-12-12,TV,9,Rebelde Way,1.0,tt1277987
Argentina,AR,2021-12-12,Films,10,Bruised,,tt15722098
Argentina,AR,2021-12-12,TV,10,Maid,1.0,tt11337908
Argentina,AR,2021-12-19,Films,1,The Unforgivable,,tt11233960
Argentina,AR,2021-12-19,TV,1,The Queen of Flow,2.0,tt8560918
Argentina,AR,2021-12-19,Films,2,John Wick: Chapter 3 - Parabellum,,tt6146586
Argentina,AR,2021-12-19,TV,2,Money Heist,5.0,tt6468322
Argentina,AR,2021-12-19,Films,3,Back to the Outback,,tt13575806
Argentina,AR,2021-12-19,TV,3,The Witcher,2.0,tt5180504
Argentina,AR,2021-12-19,Films,4,A California Christmas: City Lights,,tt13701962
Argentina,AR,2021-12-19,TV,4,The Queen of Flow,1.0,tt8560918
Argentina,AR,2021-12-19,Films,5,Fracture,,tt32508956
Argentina,AR,2021-12-19,TV,5,Pasión de Gavilanes,1.0,tt0387763
Argentina,AR,2021-12-19,Films,6,Anonymously Yours,,tt16088568
Argentina,AR,2021-12-19,TV,6,Titans,3.0,tt1043813
Argentina,AR,2021-12-19,Films,7,The Hand of God,,tt12680684
Argentina,AR,2021-12-19,TV,7,The Witcher,1.0,tt5180504
Argentina,AR,2021-12-19,Films,8,Waves,,tt26343747
Argentina,AR,2021-12-19,TV,8,"Yo soy Betty, la fea",1.0,tt0233127
Argentina,AR,2021-12-19,Films,9,Redemption Day,,tt4439620
Argentina,AR,2021-12-19,TV,9,Rebelde Way,1.0,tt1277987
Argentina,AR,2021-12-19,Films,10,Yes Man,,tt13187424
Argentina,AR,2021-12-26,Films,1,Don't Look Up,,tt39285325
Argentina,AR,2021-12-26,TV,1,The Queen of Flow,2.0,tt8560918
Argentina,AR,2021-12-26,Films,2,Fast & Furious Presents: Hobbs & Shaw,,tt6806448
Argentina,AR,2021-12-26,TV,2,The Witcher,2.0,tt5180504
Argentina,AR,2021-12-26,Films,3,Fracture,,tt32508956
Argentina,AR,2021-12-26,TV,3,Emily in Paris,2.0,tt8962124
Argentina,AR,2021-12-26,Films,4,The Unforgivable,,tt11233960
Argentina,AR,2021-12-26,TV,4,The Queen of Flow,1.0,tt8560918
Argentina,AR,2021-12-26,Films,5,Vicky and Her Mystery,,tt10945274
Argentina,AR,2021-12-26,TV,5,The Girl from Oslo,1.0,tt13968792
Argentina,AR,2021-12-26,Films,6,Back to the Outback,,tt13575806
Argentina,AR,2021-12-26,TV,6,Money Heist,5.0,tt6468322
Argentina,AR,2021-12-26,Films,7,Spider-Man: Homecoming,,tt2250912
Argentina,AR,2021-12-26,TV,7,The Witcher,1.0,tt5180504
Argentina,AR,2021-12-26,Films,8,Crawl,,tt34739590
Argentina,AR,2021-12-26,TV,8,Pasión de Gavilanes,1.0,tt0387763
Argentina,AR,2021-12-26,Films,9,John Wick: Chapter 3 - Parabellum,,tt6146586
Argentina,AR,2021-12-26,TV,9,"Yo soy Betty, la fea",1.0,tt0233127
Argentina,AR,2021-12-26,Films,10,Before I Go to Sleep,,tt1726592
Argentina,AR,2021-12-26,TV,10,Rebelde Way,1.0,tt1277987
Argentina,AR,2022-01-02,Films,1,Don't Look Up,,tt39285325
Argentina,AR,2022-01-02,TV,1,Cobra Kai,4.0,tt7221388
Argentina,AR,2022-01-02,Films,2,Vicky and Her Mystery,,tt10945274
Argentina,AR,2022-01-02,TV,2,The Queen of Flow,2.0,tt8560918
Argentina,AR,2022-01-02,Films,3,Fast & Furious Presents: Hobbs & Shaw,,tt6806448
Argentina,AR,2022-01-02,TV,3,Café con aroma de mujer,1.0,tt14471346
Argentina,AR,2022-01-02,Films,4,The Lost Daughter,,tt14445366
Argentina,AR,2022-01-02,TV,4,Emily in Paris,2.0,tt8962124
Argentina,AR,2022-01-02,Films,5,The Unforgivable,,tt11233960
Argentina,AR,2022-01-02,TV,5,The Queen of Flow,1.0,tt8560918
Argentina,AR,2022-01-02,Films,6,Lulli,,tt16282866
Argentina,AR,2022-01-02,TV,6,The Witcher,2.0,tt5180504
Argentina,AR,2022-01-02,Films,7,Spider-Man: Homecoming,,tt2250912
Argentina,AR,2022-01-02,TV,7,Daughter From Another Mother,2.0,tt11937732
Argentina,AR,2022-01-02,Films,8,Back to the Outback,,tt13575806
Argentina,AR,2022-01-02,TV,8,The Girl from Oslo,1.0,tt13968792
Argentina,AR,2022-01-02,Films,9,Fracture,,tt32508956
Argentina,AR,2022-01-02,TV,9,Pasión de Gavilanes,1.0,tt0387763
Argentina,AR,2022-01-02,Films,10,Minnal Murali,,tt7268738
Argentina,AR,2022-01-02,TV,10,Money Heist,5.0,tt6468322
Argentina,AR,2022-01-09,Films,1,Don't Look Up,,tt39285325
Argentina,AR,2022-01-09,TV,1,Café con aroma de mujer,1.0,tt14471346
Argentina,AR,2022-01-09,Films,2,Mother/Android,,tt13029044
Argentina,AR,2022-01-09,TV,2,Cobra Kai,4.0,tt7221388
Argentina,AR,2022-01-09,Films,3,The Lost Daughter,,tt14445366
Argentina,AR,2022-01-09,TV,3,The Queen of Flow,2.0,tt8560918
Argentina,AR,2022-01-09,Films,4,Backtrace,,tt3588588
Argentina,AR,2022-01-09,TV,4,Stay Close,1.0,tt2201227
Argentina,AR,2022-01-09,Films,5,Four to Dinner,,tt14247286
Argentina,AR,2022-01-09,TV,5,The Queen of Flow,1.0,tt8560918
Argentina,AR,2022-01-09,Films,6,The Wasteland,,tt8070258
Argentina,AR,2022-01-09,TV,6,Emily in Paris,2.0,tt8962124
Argentina,AR,2022-01-09,Films,7,The Unforgivable,,tt11233960
Argentina,AR,2022-01-09,TV,7,Pasión de Gavilanes,1.0,tt0387763
Argentina,AR,2022-01-09,Films,8,Fast & Furious Presents: Hobbs & Shaw,,tt6806448
Argentina,AR,2022-01-09,TV,8,The Witcher,2.0,tt5180504
Argentina,AR,2022-01-09,Films,9,Seal Team,,tt8456190
Argentina,AR,2022-01-09,TV,9,Rebelde,1.0,tt14153686
Argentina,AR,2022-01-09,Films,10,Back to the Outback,,tt13575806
Argentina,AR,2022-01-09,TV,10,Rebelde Way,1.0,tt1277987
Argentina,AR,2022-01-16,Films,1,Brazen,,tt13978306
Argentina,AR,2022-01-16,TV,1,Café con aroma de mujer,1.0,tt14471346
Argentina,AR,2022-01-16,Films,2,Mother/Android,,tt13029044
Argentina,AR,2022-01-16,TV,2,The Queen of Flow,2.0,tt8560918
Argentina,AR,2022-01-16,Films,3,The Clovehitch Killer,,tt6269368
Argentina,AR,2022-01-16,TV,3,Cobra Kai,4.0,tt7221388
Argentina,AR,2022-01-16,Films,4,The Secret Life of Pets 2,,tt5113040
Argentina,AR,2022-01-16,TV,4,Stay Close,1.0,tt2201227
Argentina,AR,2022-01-16,Films,5,Don't Look Up,,tt39285325
Argentina,AR,2022-01-16,TV,5,The Queen of Flow,1.0,tt8560918
Argentina,AR,2022-01-16,Films,6,Four to Dinner,,tt14247286
Argentina,AR,2022-01-16,TV,6,Pasión de Gavilanes,1.0,tt0387763
Argentina,AR,2022-01-16,Films,7,The Lost Daughter,,tt14445366
Argentina,AR,2022-01-16,TV,7,Rebelde Way,1.0,tt1277987
Argentina,AR,2022-01-16,Films,8,Yesterday,,tt28945425
Argentina,AR,2022-01-16,TV,8,Undercover,3.0,tt5437196
Argentina,AR,2022-01-16,Films,9,How I Fell in Love with a Gangster,,tt16453244
Argentina,AR,2022-01-16,TV,9,Emily in Paris,2.0,tt8962124
Argentina,AR,2022-01-16,TV,10,Rebelde,1.0,tt14153686
Argentina,AR,2022-01-23,Films,1,The Secret Life of Pets 2,,tt5113040
Argentina,AR,2022-01-23,TV,1,Café con aroma de mujer,1.0,tt14471346
Argentina,AR,2022-01-23,Films,2,The Royal Treatment,,tt13989030
Argentina,AR,2022-01-23,TV,2,El marginal,4.0,tt5820976
Argentina,AR,2022-01-23,Films,3,Brazen,,tt13978306
Argentina,AR,2022-01-23,TV,3,The Queen of Flow,2.0,tt8560918
Argentina,AR,2022-01-23,Films,4,The Clovehitch Killer,,tt6269368
Argentina,AR,2022-01-23,TV,4,Archive 81,1.0,tt13365348
Argentina,AR,2022-01-23,Films,5,Don't Look Up,,tt39285325
Argentina,AR,2022-01-23,TV,5,The Queen of Flow,1.0,tt8560918
Argentina,AR,2022-01-23,Films,6,The Mustang,,tt5952594
Argentina,AR,2022-01-23,TV,6,El marginal,1.0,tt5820976
Argentina,AR,2022-01-23,Films,7,Hotel Transylvania 3: Summer Vacation,,tt5220122
Argentina,AR,2022-01-23,TV,7,Riverdale,5.0,tt5420376
Argentina,AR,2022-01-23,TV,8,Pasión de Gavilanes,1.0,tt0387763
Argentina,AR,2022-01-23,Films,9,Photocopier,,tt13729220
Argentina,AR,2022-01-23,TV,9,Cobra Kai,4.0,tt7221388
Argentina,AR,2022-01-23,Films,10,Riverdance: The Animated Adventure,,tt10841088
Argentina,AR,2022-01-23,TV,10,Ozark,4.0,tt5071412
Argentina,AR,2022-01-30,Films,1,The Royal Treatment,,tt13989030
Argentina,AR,2022-01-30,TV,1,Café con aroma de mujer,1.0,tt14471346
Argentina,AR,2022-01-30,Films,2,The Secret Life of Pets 2,,tt5113040
Argentina,AR,2022-01-30,TV,2,El marginal,4.0,tt5820976
Argentina,AR,2022-01-30,Films,3,The Possession of Hannah Grace,,tt5734576
Argentina,AR,2022-01-30,TV,3,The Queen of Flow,2.0,tt8560918
Argentina,AR,2022-01-30,Films,4,My Father's Violin,,tt14369276
Argentina,AR,2022-01-30,TV,4,All of Us Are Dead,1.0,tt14169960
Argentina,AR,2022-01-30,Films,5,Home Team,,tt14592064
Argentina,AR,2022-01-30,TV,5,The Sinner,4.0,tt6048596
Argentina,AR,2022-01-30,TV,6,El marginal,1.0,tt5820976
Argentina,AR,2022-01-30,Films,7,A Perfect Enemy,,tt9421200
Argentina,AR,2022-01-30,TV,7,Riverdale,5.0,tt5420376
Argentina,AR,2022-01-30,Films,8,Hotel Transylvania 3: Summer Vacation,,tt5220122
Argentina,AR,2022-01-30,TV,8,Ozark,4.0,tt5071412
Argentina,AR,2022-01-30,Films,9,Amandla,,tt33886437
Argentina,AR,2022-01-30,TV,9,The Queen of Flow,1.0,tt8560918
Argentina,AR,2022-01-30,Films,10,The Gallows Act II,,tt7473716
Argentina,AR,2022-01-30,TV,10,Pasión de Gavilanes,1.0,tt0387763
Argentina,AR,2022-02-06,Films,1,Through My Window,,tt14463484
Argentina,AR,2022-02-06,TV,1,Café con aroma de mujer,1.0,tt14471346
Argentina,AR,2022-02-06,Films,2,The Tinder Swindler,,tt14992922
Argentina,AR,2022-02-06,TV,2,All of Us Are Dead,1.0,tt14169960
Argentina,AR,2022-02-06,Films,3,My Best Friend Anne Frank,,tt10360772
Argentina,AR,2022-02-06,TV,3,El marginal,4.0,tt5820976
Argentina,AR,2022-02-06,Films,4,Home Team,,tt14592064
Argentina,AR,2022-02-06,TV,4,The Queen of Flow,2.0,tt8560918
Argentina,AR,2022-02-06,Films,5,13 Hours: The Secret Soldiers of Benghazi,,tt4172430
Argentina,AR,2022-02-06,TV,5,Dark Desire,2.0,tt12540080
Argentina,AR,2022-02-06,Films,6,The Secret Life of Pets 2,,tt5113040
Argentina,AR,2022-02-06,TV,6,The Sinner,4.0,tt6048596
Argentina,AR,2022-02-06,TV,7,Pasión de Gavilanes,1.0,tt0387763
Argentina,AR,2022-02-06,Films,8,Precious Cargo,,tt23229658
Argentina,AR,2022-02-06,TV,8,The Queen of Flow,1.0,tt8560918
Argentina,AR,2022-02-06,Films,9,THE CRAZIES,,tt0455407
Argentina,AR,2022-02-06,TV,9,Boruto: Naruto Next Generations,1.0,tt6342474
Argentina,AR,2022-02-06,Films,10,Faster,,tt36455697
Argentina,AR,2022-02-06,TV,10,El marginal,1.0,tt5820976
Argentina,AR,2022-02-13,Films,1,The Tinder Swindler,,tt14992922
Argentina,AR,2022-02-13,TV,1,Café con aroma de mujer,1.0,tt14471346
Argentina,AR,2022-02-13,Films,2,Through My Window,,tt14463484
Argentina,AR,2022-02-13,TV,2,All of Us Are Dead,1.0,tt14169960
Argentina,AR,2022-02-13,Films,3,Tall Girl 2,,tt16085592
Argentina,AR,2022-02-13,TV,3,The Queen of Flow,2.0,tt8560918
Argentina,AR,2022-02-13,Films,4,13 Hours: The Secret Soldiers of Benghazi,,tt4172430
Argentina,AR,2022-02-13,TV,4,Dark Desire,2.0,tt12540080
Argentina,AR,2022-02-13,Films,5,Into the Wind,,tt12637492
Argentina,AR,2022-02-13,TV,5,El marginal,4.0,tt5820976
Argentina,AR,2022-02-13,TV,6,Inventing Anna,1.0,tt8740976
Argentina,AR,2022-02-13,Films,7,Dora and the Lost City of Gold,,tt7547410
Argentina,AR,2022-02-13,TV,7,Pasión de Gavilanes,1.0,tt0387763
Argentina,AR,2022-02-13,TV,8,Sweet Magnolias,2.0,tt9077540
Argentina,AR,2022-02-13,Films,9,Righteous Kill,,tt1034331
Argentina,AR,2022-02-13,TV,9,The Queen of Flow,1.0,tt8560918
Argentina,AR,2022-02-13,Films,10,The Secret Life of Pets 2,,tt5113040
Argentina,AR,2022-02-13,TV,10,Dark Desire,1.0,tt12540080
Argentina,AR,2022-02-20,Films,1,The Tinder Swindler,,tt14992922
Argentina,AR,2022-02-20,TV,1,Café con aroma de mujer,1.0,tt14471346
Argentina,AR,2022-02-20,Films,2,The Vanishing,,tt27700133
Argentina,AR,2022-02-20,TV,2,Inventing Anna,1.0,tt8740976
Argentina,AR,2022-02-20,Films,3,Texas Chainsaw Massacre,,tt39635043
Argentina,AR,2022-02-20,TV,3,All of Us Are Dead,1.0,tt14169960
Argentina,AR,2022-02-20,Films,4,Parallel Mothers,,tt12618926
Argentina,AR,2022-02-20,TV,4,The Queen of Flow,2.0,tt8560918
Argentina,AR,2022-02-20,Films,5,Tall Girl 2,,tt16085592
Argentina,AR,2022-02-20,TV,5,Toy Boy,2.0,tt8693266
Argentina,AR,2022-02-20,Films,6,Abominable,,tt1517237
Argentina,AR,2022-02-20,TV,6,Pasión de Gavilanes,1.0,tt0387763
Argentina,AR,2022-02-20,Films,7,Love Tactics,,tt14486678
Argentina,AR,2022-02-20,TV,7,El marginal,4.0,tt5820976
Argentina,AR,2022-02-20,Films,8,Through My Window,,tt14463484
Argentina,AR,2022-02-20,TV,8,Dark Desire,2.0,tt12540080
Argentina,AR,2022-02-20,Films,9,Thoroughbred,,tt4212536
Argentina,AR,2022-02-20,TV,9,The Queen of Flow,1.0,tt8560918
Argentina,AR,2022-02-20,Films,10,Fistful of Vengeance,,tt14158554
Argentina,AR,2022-02-20,TV,10,Toy Boy,1.0,tt8693266
Argentina,AR,2022-02-27,Films,1,Restless,,tt24328774
Argentina,AR,2022-02-27,TV,1,Café con aroma de mujer,1.0,tt14471346
Argentina,AR,2022-02-27,Films,2,Parallel Mothers,,tt12618926
Argentina,AR,2022-02-27,TV,2,Inventing Anna,1.0,tt8740976
Argentina,AR,2022-02-27,Films,3,Lost Paradise,,tt33056264
Argentina,AR,2022-02-27,TV,3,Vikings: Valhalla,1.0,tt11311302
Argentina,AR,2022-02-27,Films,4,Abominable,,tt1517237
Argentina,AR,2022-02-27,TV,4,The Queen of Flow,2.0,tt8560918
Argentina,AR,2022-02-27,Films,5,The Tinder Swindler,,tt14992922
Argentina,AR,2022-02-27,TV,5,One of Us Is Lying,1.0,tt8354062
Argentina,AR,2022-02-27,Films,6,Texas Chainsaw Massacre,,tt39635043
Argentina,AR,2022-02-27,TV,6,Pasión de Gavilanes,1.0,tt0387763
Argentina,AR,2022-02-27,Films,7,Don't Kill Me,,tt11116374
Argentina,AR,2022-02-27,TV,7,All of Us Are Dead,1.0,tt14169960
Argentina,AR,2022-02-27,Films,8,Todos queremos a alguien,,tt5537228
Argentina,AR,2022-02-27,TV,8,Rebelde Way,1.0,tt1277987
Argentina,AR,2022-02-27,TV,9,Toy Boy,2.0,tt8693266
Argentina,AR,2022-02-27,Films,10,Through My Window,,tt14463484
Argentina,AR,2022-02-27,TV,10,The Queen of Flow,1.0,tt8560918
Argentina,AR,2022-03-06,TV,1,Café con aroma de mujer,1.0,tt14471346
Argentina,AR,2022-03-06,Films,2,The Weekend Away,,tt14817272
Argentina,AR,2022-03-06,TV,2,Vikings: Valhalla,1.0,tt11311302
Argentina,AR,2022-03-06,Films,3,Against The Ice,,tt13873302
Argentina,AR,2022-03-06,TV,3,Inventing Anna,1.0,tt8740976
Argentina,AR,2022-03-06,Films,4,Restless,,tt24328774
Argentina,AR,2022-03-06,TV,4,The Queen of Flow,2.0,tt8560918
Argentina,AR,2022-03-06,Films,5,Spider-Man: Into the Spider-Verse,,tt4633694
Argentina,AR,2022-03-06,TV,5,PIECES OF HER,1.0,tt9170236
Argentina,AR,2022-03-06,Films,6,Lost Paradise,,tt33056264
Argentina,AR,2022-03-06,TV,6,Pasión de Gavilanes,1.0,tt0387763
Argentina,AR,2022-03-06,Films,7,Spider-Man 3,,tt33398436
Argentina,AR,2022-03-06,Films,8,The Pirates: The Last Royal Treasure,,tt17491040
Argentina,AR,2022-03-06,TV,8,One of Us Is Lying,1.0,tt8354062
Argentina,AR,2022-03-06,Films,9,The Tinder Swindler,,tt14992922
Argentina,AR,2022-03-06,TV,9,All of Us Are Dead,1.0,tt14169960
Argentina,AR,2022-03-06,Films,10,Abominable,,tt1517237
Argentina,AR,2022-03-06,TV,10,Rebelde Way,1.0,tt1277987
Argentina,AR,2022-03-13,Films,1,The Adam Project,,tt2463208
Argentina,AR,2022-03-13,TV,1,Café con aroma de mujer,1.0,tt14471346
Argentina,AR,2022-03-13,TV,2,PIECES OF HER,1.0,tt9170236
Argentina,AR,2022-03-13,Films,4,The Weekend Away,,tt14817272
Argentina,AR,2022-03-13,TV,4,The Last Kingdom,5.0,tt4179452
Argentina,AR,2022-03-13,Films,5,Against The Ice,,tt13873302
Argentina,AR,2022-03-13,TV,5,The Queen of Flow,2.0,tt8560918
Argentina,AR,2022-03-13,Films,6,Trauma Center,,tt9625664
Argentina,AR,2022-03-13,TV,6,Vikings: Valhalla,1.0,tt11311302
Argentina,AR,2022-03-13,Films,7,Restless,,tt24328774
Argentina,AR,2022-03-13,TV,7,Pasión de Gavilanes,1.0,tt0387763
Argentina,AR,2022-03-13,Films,8,Spider-Man: Into the Spider-Verse,,tt4633694
Argentina,AR,2022-03-13,TV,8,Inventing Anna,1.0,tt8740976
Argentina,AR,2022-03-13,Films,9,The Invisible Thread,,tt14540892
Argentina,AR,2022-03-13,TV,9,Rebelde Way,1.0,tt1277987
Argentina,AR,2022-03-13,Films,10,Spider-Man 3,,tt33398436
Argentina,AR,2022-03-13,TV,10,"Yo soy Betty, la fea",1.0,tt0233127
Argentina,AR,2022-03-20,Films,1,The Adam Project,,tt2463208
Argentina,AR,2022-03-20,TV,1,Café con aroma de mujer,1.0,tt14471346
Argentina,AR,2022-03-20,Films,2,The Ice Road,,tt3758814
Argentina,AR,2022-03-20,TV,2,Taboo,1.0,tt33775384
Argentina,AR,2022-03-20,Films,3,Today We Fix the World,,tt11592014
Argentina,AR,2022-03-20,TV,3,The Last Kingdom,5.0,tt4179452
Argentina,AR,2022-03-20,Films,4,Black Crab,,tt6708668
Argentina,AR,2022-03-20,TV,4,The Queen of Flow,2.0,tt8560918
Argentina,AR,2022-03-20,Films,6,Gemini Man,,tt1025100
Argentina,AR,2022-03-20,TV,6,PIECES OF HER,1.0,tt9170236
Argentina,AR,2022-03-20,Films,7,Rescued by Ruby,,tt11278476
Argentina,AR,2022-03-20,TV,7,Pasión de Gavilanes,1.0,tt0387763
Argentina,AR,2022-03-20,TV,8,Inventing Anna,1.0,tt8740976
Argentina,AR,2022-03-20,TV,9,"Yo soy Betty, la fea",1.0,tt0233127
Argentina,AR,2022-03-20,Films,10,Anna,,tt34799480
Argentina,AR,2022-03-20,TV,10,Rebelde Way,1.0,tt1277987
Argentina,AR,2022-03-27,Films,1,In Good Hands,,tt14898794
Argentina,AR,2022-03-27,TV,1,Café con aroma de mujer,1.0,tt14471346
Argentina,AR,2022-03-27,Films,2,Black Crab,,tt6708668
Argentina,AR,2022-03-27,TV,2,Bridgerton,2.0,tt8740790
Argentina,AR,2022-03-27,Films,3,Gemini Man,,tt1025100
Argentina,AR,2022-03-27,TV,3,The Queen of Flow,2.0,tt8560918
Argentina,AR,2022-03-27,Films,4,Today We Fix the World,,tt11592014
Argentina,AR,2022-03-27,TV,4,Taboo,1.0,tt33775384
Argentina,AR,2022-03-27,Films,5,The Ice Road,,tt3758814
Argentina,AR,2022-03-27,TV,5,Pasión de Gavilanes,1.0,tt0387763
Argentina,AR,2022-03-27,TV,6,The Last Kingdom,5.0,tt4179452
Argentina,AR,2022-03-27,Films,7,Anna,,tt34799480
Argentina,AR,2022-03-27,Films,8,The Dead Don't Die,,tt8695030
Argentina,AR,2022-03-27,TV,8,Is It Cake?,1.0,tt18314214
Argentina,AR,2022-03-27,Films,9,The Adam Project,,tt2463208
Argentina,AR,2022-03-27,TV,9,Juvenile Justice,1.0,tt15553922
Argentina,AR,2022-03-27,Films,10,Rescued by Ruby,,tt11278476
Argentina,AR,2022-03-27,TV,10,"Yo soy Betty, la fea",1.0,tt0233127
Argentina,AR,2022-04-03,Films,1,All Hail,,tt16427718
Argentina,AR,2022-04-03,TV,1,Bridgerton,2.0,tt8740790
Argentina,AR,2022-04-03,Films,2,Escape Room,,tt39480694
Argentina,AR,2022-04-03,TV,2,Café con aroma de mujer,1.0,tt14471346
Argentina,AR,2022-04-03,Films,3,In Good Hands,,tt14898794
Argentina,AR,2022-04-03,TV,3,Bridgerton,1.0,tt8740790
Argentina,AR,2022-04-03,Films,4,Gemini Man,,tt1025100
Argentina,AR,2022-04-03,TV,4,The Queen of Flow,2.0,tt8560918
Argentina,AR,2022-04-03,Films,5,The Ice Road,,tt3758814
Argentina,AR,2022-04-03,TV,5,Pasión de Gavilanes,1.0,tt0387763
Argentina,AR,2022-04-03,Films,6,Ya veremos,,tt7948540
