,week,country,category,at_rank1,cumulative_weeks_in_top_10_1,at_rank2,cumulative_weeks_in_top_10_2,at_rank3,cumulative_weeks_in_top_10_3,at_rank4,cumulative_weeks_in_top_10_4,at_rank5,cumulative_weeks_in_top_10_5,at_rank6,cumulative_weeks_in_top_10_6,at_rank7,cumulative_weeks_in_top_10_7,at_rank8,cumulative_weeks_in_top_10_8,at_rank9,cumulative_weeks_in_top_10_9,at_rank10,cumulative_weeks_in_top_10_10
2021-07-04_Pakistan_Films,2021-07-04,Pakistan,Films,tt11027830,1,tt5113040,1,tt0833968,1,tt2267968,1,tt10661848,1,tt5562070,1,,,tt32322281,1,tt0803096,1,,
2021-07-04_Pakistan_TV,2021-07-04,Pakistan,TV,tt10839422,1,tt21912430,1,tt7134908,1,tt12004280,1,tt12809988,1,tt6468322,1,tt4320258,1,tt4052886,1,tt2531336,1,tt4320258,1
2021-07-04_Panama_Films,2021-07-04,Panama,Films,tt1616102,1,tt32322281,1,tt37460462,1,tt5562070,1,,,tt2267968,1,tt10525672,1,,,tt12211820,1,tt8231668,1
2021-07-04_Panama_TV,2021-07-04,Panama,TV,tt10839422,1,tt32375039,1,tt7134908,1,tt3909224,1,tt12004280,1,tt0233127,1,,,tt14033496,1,tt8598690,1,tt0387763,1
2021-07-04_Paraguay_Films,2021-07-04,Paraguay,Films,tt1616102,1,tt32322281,1,tt37460462,1,tt5562070,1,,,tt8231668,1,tt10525672,1,tt2267968,1,tt31798137,1,,
2021-07-04_Paraguay_TV,2021-07-04,Paraguay,TV,tt32375039,1,tt10839422,1,tt7134908,1,,,tt0387763,1,tt3909224,1,tt0233127,1,tt12004280,1,tt14033496,1,tt8598690,1
2021-07-04_Peru_Films,2021-07-04,Peru,Films,tt1616102,1,tt32322281,1,tt5562070,1,tt2267968,1,tt37460462,1,tt9072642,1,,,tt10525672,1,tt31798137,1,tt9387250,1
2021-07-04_Peru_TV,2021-07-04,Peru,TV,tt32375039,1,tt7134908,1,tt3904068,1,tt3909224,1,tt0387763,1,tt3904068,1,tt10839422,1,tt3904068,1,tt0233127,1,tt14033496,1
2021-07-04_Philippines_Films,2021-07-04,Philippines,Films,tt14880428,1,tt1961175,1,tt2334879,1,,,tt1987680,1,tt14781176,1,tt2938956,1,tt2239822,1,tt0317919,1,,
2021-07-04_Philippines_TV,2021-07-04,Philippines,TV,tt10839422,1,tt14518284,1,tt19845542,1,tt13433812,1,tt6803718,1,tt11769304,1,tt13103134,1,tt13885336,1,tt12343534,1,tt3909224,1
2021-07-04_Poland_Films,2021-07-04,Poland,Films,tt2674426,1,tt32322281,1,tt9387250,1,tt0452623,1,tt3065204,1,tt5562070,1,tt0803096,1,tt0903624,1,tt1025100,1,tt0117705,1
2021-07-04_Poland_TV,2021-07-04,Poland,TV,tt10839422,1,tt12004280,1,tt7134908,1,tt2531336,1,tt4052886,1,tt11368962,1,tt14033496,1,tt8467618,1,tt11102190,1,tt8467618,1
2021-07-04_Portugal_Films,2021-07-04,Portugal,Films,tt32322281,1,tt5562070,1,tt9387250,1,tt2674426,1,,,tt14495194,1,tt8231668,1,tt10525672,1,tt0067402,1,tt0903624,1
2021-07-04_Portugal_TV,2021-07-04,Portugal,TV,tt12004280,1,tt10839422,1,tt7134908,1,tt2531336,1,tt4052886,1,tt12809988,1,tt14033496,1,tt7134908,1,tt7134908,1,tt7134908,1
2021-07-04_Qatar_Films,2021-07-04,Qatar,Films,tt11027830,1,tt0903624,1,tt32322281,1,tt14880428,1,tt1170358,1,tt2199571,1,tt5562070,1,tt2310332,1,tt10525672,1,tt2674426,1
2021-07-04_Qatar_TV,2021-07-04,Qatar,TV,tt10839422,1,tt12004280,1,tt2531336,1,tt7134908,1,tt14033496,1,tt2306299,1,tt3909224,1,tt21912430,1,tt12809988,1,tt4052886,1
2021-07-04_Romania_Films,2021-07-04,Romania,Films,tt2674426,1,tt0803096,1,tt9387250,1,tt32322281,1,tt10525672,1,tt0286788,1,tt0452623,1,,,tt8231668,1,tt3065204,1
2021-07-04_Romania_TV,2021-07-04,Romania,TV,tt10839422,1,tt12004280,1,tt7134908,1,tt4052886,1,tt2741602,1,tt4052886,1,tt2531336,1,tt3909224,1,tt7134908,1,tt7134908,1
2021-07-04_Russia_Films,2021-07-04,Russia,Films,tt32322281,1,tt5562070,1,,,tt8231668,1,tt0803096,1,tt9387250,1,tt0993840,1,,,tt10525672,1,tt7601480,1
2021-07-04_Russia_TV,2021-07-04,Russia,TV,tt10839422,1,tt7134908,1,tt2531336,1,tt7134908,1,tt7134908,1,tt7134908,1,tt12809988,1,tt6468322,1,tt2531336,1,tt4052886,1
2021-07-04_R̩union_Films,2021-07-04,R̩union,Films,tt32322281,1,tt37274197,1,tt1981128,1,tt1259571,1,tt5562070,1,tt1325004,1,tt0803096,1,,,,,,
2021-07-04_R̩union_TV,2021-07-04,R̩union,TV,tt10839422,1,tt3909224,1,tt12004280,1,tt7134908,1,tt7817340,1,tt6045840,1,tt14033496,1,tt8560918,1,tt4052886,1,tt2531336,1
2021-07-04_Saudi_Arabia_Films,2021-07-04,Saudi_Arabia,Films,tt32322281,1,tt10525672,1,tt0080453,1,tt2199571,1,tt5562070,1,,,tt0903624,1,tt2674426,1,tt11027830,1,tt34927325,1
2021-07-04_Saudi_Arabia_TV,2021-07-04,Saudi_Arabia,TV,tt10839422,1,tt14936146,1,tt12004280,1,tt2531336,1,tt7134908,1,tt2306299,1,tt13433812,1,tt12809988,1,tt2531336,1,tt4320258,1
2021-07-04_Serbia_Films,2021-07-04,Serbia,Films,tt32322281,1,tt0803096,1,,,tt2674426,1,tt8231668,1,tt6189022,1,tt0903624,1,tt5562070,1,tt10525672,1,,
2021-07-04_Serbia_TV,2021-07-04,Serbia,TV,tt10839422,1,tt12004280,1,tt7134908,1,tt2531336,1,tt4052886,1,tt7134908,1,tt12004280,1,tt7134908,1,tt7134908,1,tt3909224,1
2021-07-04_Singapore_Films,2021-07-04,Singapore,Films,tt7587604,1,,,tt0833968,1,tt14781176,1,tt2334879,1,tt11027830,1,tt2267968,1,tt32322281,1,tt0317919,1,,
2021-07-04_Singapore_TV,2021-07-04,Singapore,TV,tt10839422,1,tt12004280,1,tt19845542,1,tt14376958,1,tt11769304,1,tt13814840,1,tt13433812,1,tt11769304,1,tt10477528,1,tt14482414,1
2021-07-04_Slovakia_Films,2021-07-04,Slovakia,Films,tt32322281,1,tt5562070,1,tt8231668,1,,,tt9387250,1,tt8329148,1,tt10525672,1,tt0803096,1,tt2674426,1,tt1620981,1
2021-07-04_Slovakia_TV,2021-07-04,Slovakia,TV,tt12004280,1,tt10839422,1,tt2531336,1,tt7134908,1,tt12004280,1,tt12809988,1,tt14033496,1,tt2531336,1,tt4052886,1,tt7134908,1
2021-07-04_Slovenia_Films,2021-07-04,Slovenia,Films,tt32322281,1,tt6189022,1,tt0803096,1,tt8231668,1,tt1469304,1,tt5562070,1,tt2674426,1,tt0286788,1,tt1025100,1,tt3065204,1
2021-07-04_Slovenia_TV,2021-07-04,Slovenia,TV,tt12004280,1,tt10839422,1,tt12004280,1,tt4052886,1,tt7134908,1,tt2531336,1,tt3909224,1,tt0182576,1,tt4052886,1,tt2741602,1
2021-07-04_South_Africa_Films,2021-07-04,South_Africa,Films,tt1477834,1,tt2140479,1,tt0918940,1,tt32322281,1,,,tt13292336,1,tt2674426,1,tt24950698,1,tt0318155,1,tt8231668,1
2021-07-04_South_Africa_TV,2021-07-04,South_Africa,TV,tt10839422,1,tt12004280,1,tt12564616,1,tt3909224,1,tt4052886,1,tt12809988,1,tt14681732,1,tt7423390,1,tt12427840,1,tt5420376,1
2021-07-04_South_Korea_Films,2021-07-04,South_Korea,Films,tt14781176,1,,,,,tt14440390,1,tt5305130,1,tt2094766,1,tt2316204,1,tt14599938,1,tt3766354,1,,
2021-07-04_South_Korea_TV,2021-07-04,South_Korea,TV,tt11769304,1,tt19845542,1,tt11769304,1,tt13814840,1,tt14482414,1,tt14518284,1,,,tt39221022,1,tt7923710,1,tt10839422,1
2021-07-04_Spain_Films,2021-07-04,Spain,Films,tt32322281,1,tt9387250,1,tt9519642,1,,,tt0903624,1,tt13323092,1,tt5562070,1,tt8946378,1,tt1293847,1,tt8231668,1
2021-07-04_Spain_TV,2021-07-04,Spain,TV,tt7134908,1,tt10839422,1,tt12004280,1,tt2531336,1,tt32375039,1,tt12108896,1,tt12626014,1,tt3909224,1,tt12108896,1,tt7134908,1
2021-07-04_Sri_Lanka_Films,2021-07-04,Sri_Lanka,Films,tt11027830,1,tt10661848,1,tt0833968,1,tt32322281,1,tt2267968,1,tt0452623,1,tt5562070,1,tt2334879,1,tt0803096,1,,
2021-07-04_Sri_Lanka_TV,2021-07-04,Sri_Lanka,TV,tt10839422,1,tt12004280,1,tt4052886,1,tt7134908,1,tt4052886,1,tt13433812,1,tt32270287,1,,,tt32270287,1,tt32270287,1
2021-07-04_Sweden_Films,2021-07-04,Sweden,Films,tt0803096,1,,,tt32322281,1,tt9387250,1,tt5562070,1,tt2267968,1,tt6095472,1,tt2674426,1,tt0903624,1,tt8231668,1
2021-07-04_Sweden_TV,2021-07-04,Sweden,TV,tt10839422,1,tt14664414,1,tt12004280,1,tt2531336,1,tt3909224,1,tt14681732,1,tt4052886,1,tt11102190,1,tt12809988,1,tt5320712,1
2021-07-04_Switzerland_Films,2021-07-04,Switzerland,Films,tt32322281,1,tt0803096,1,tt0903624,1,tt5562070,1,tt7286456,1,tt8231668,1,,,tt2674426,1,tt1170358,1,tt11850870,1
2021-07-04_Switzerland_TV,2021-07-04,Switzerland,TV,tt12004280,1,tt10839422,1,tt7134908,1,tt2531336,1,tt7817340,1,tt3909224,1,tt6111130,1,tt6111130,1,tt12809988,1,tt7134908,1
2021-07-04_Taiwan_Films,2021-07-04,Taiwan,Films,tt7587604,1,tt14781176,1,,,tt4912910,1,tt32322281,1,tt2334879,1,,,,,tt0833968,1,tt0803096,1
2021-07-04_Taiwan_TV,2021-07-04,Taiwan,TV,tt14376958,1,tt19845542,1,tt11769304,1,tt10839422,1,tt11769304,1,tt13433812,1,tt10477528,1,tt14390970,1,tt12004280,1,tt12343534,1
2021-07-04_Thailand_Films,2021-07-04,Thailand,Films,tt7587604,1,tt14781176,1,tt5562070,1,tt2267968,1,,,,,tt5113040,1,tt0317919,1,,,tt0803096,1
2021-07-04_Thailand_TV,2021-07-04,Thailand,TV,tt10839422,1,tt14518284,1,tt13433812,1,tt19845542,1,tt39378708,1,tt10477528,1,tt13676344,1,tt11769304,1,tt10220588,1,tt10850932,1
2021-07-04_Trinidad_and_Tobago_Films,2021-07-04,Trinidad_and_Tobago,Films,tt37460462,1,tt1616102,1,tt12211820,1,tt32322281,1,tt9387250,1,tt0803096,1,tt5562070,1,tt2267968,1,tt33396137,1,,
2021-07-04_Trinidad_and_Tobago_TV,2021-07-04,Trinidad_and_Tobago,TV,tt10839422,1,,,tt12004280,1,tt6045840,1,tt3909224,1,,,tt14033496,1,tt7134908,1,tt6045840,1,tt4052886,1
2021-07-04_Turkey_Films,2021-07-04,Turkey,Films,tt0803096,1,tt0369339,1,tt32322281,1,tt10525672,1,tt5562070,1,,,tt1340138,1,,,tt11768356,1,tt2381991,1
2021-07-04_Turkey_TV,2021-07-04,Turkey,TV,tt10839422,1,tt27097227,1,tt7134908,1,tt12004280,1,tt2531336,1,tt4052886,1,tt12809988,1,tt11102190,1,tt7134908,1,tt1520211,1
2021-07-04_Ukraine_Films,2021-07-04,Ukraine,Films,tt32322281,1,tt8231668,1,tt0903624,1,tt5562070,1,tt0803096,1,,,tt9387250,1,tt2674426,1,tt1170358,1,,
2021-07-04_Ukraine_TV,2021-07-04,Ukraine,TV,tt10839422,1,tt7134908,1,tt2531336,1,tt12004280,1,tt7134908,1,tt7134908,1,tt12809988,1,tt7134908,1,tt2531336,1,tt2741602,1
2021-07-04_United_Arab_Emirates_Films,2021-07-04,United_Arab_Emirates,Films,tt11027830,1,tt0903624,1,tt32322281,1,tt2674426,1,tt1170358,1,tt14880428,1,tt5562070,1,tt2199571,1,tt2310332,1,tt0369735,1
2021-07-04_United_Arab_Emirates_TV,2021-07-04,United_Arab_Emirates,TV,tt10839422,1,tt12004280,1,tt21912430,1,tt7134908,1,tt2531336,1,tt14033496,1,tt2306299,1,tt3909224,1,tt12809988,1,tt4052886,1
2021-07-04_United_Kingdom_Films,2021-07-04,United_Kingdom,Films,tt6806448,1,tt6095472,1,tt32322281,1,tt0452623,1,tt1477834,1,,,tt5562070,1,tt0398712,1,tt1155076,1,tt8231668,1
2021-07-04_United_Kingdom_TV,2021-07-04,United_Kingdom,TV,tt12004280,1,tt10839422,1,tt14681732,1,tt12809988,1,tt3909224,1,tt14033496,1,tt7985576,1,tt12427840,1,tt32270287,1,tt2531336,1
2021-07-04_United_States_Films,2021-07-04,United_States,Films,tt3758814,1,tt32322281,1,,,tt5562070,1,tt3317640,1,tt8231668,1,tt29668370,1,tt0415306,1,tt7979580,1,tt0103064,1
2021-07-04_United_States_TV,2021-07-04,United_States,TV,tt14738778,1,tt14738778,1,tt10839422,1,tt12004280,1,tt3909224,1,tt12427840,1,tt32375039,1,tt12809988,1,tt12427840,1,tt12427840,1
2021-07-04_Uruguay_Films,2021-07-04,Uruguay,Films,tt1616102,1,tt32322281,1,tt37460462,1,tt10525672,1,tt12211820,1,,,tt5562070,1,tt9387250,1,tt8231668,1,tt31798137,1
2021-07-04_Uruguay_TV,2021-07-04,Uruguay,TV,tt10839422,1,tt32375039,1,tt7134908,1,tt12004280,1,tt8598690,1,tt1277987,1,tt14033496,1,tt2531336,1,tt8598690,1,tt3909224,1
2021-07-04_Venezuela_Films,2021-07-04,Venezuela,Films,tt1616102,1,tt32322281,1,tt5562070,1,tt37460462,1,tt10525672,1,,,tt12211820,1,tt8231668,1,tt9387250,1,,
2021-07-04_Venezuela_TV,2021-07-04,Venezuela,TV,tt10839422,1,tt7134908,1,tt32375039,1,,,tt0233127,1,tt3904068,1,tt5676412,1,tt3904068,1,tt8598690,1,tt3904068,1
2021-07-04_Vietnam_Films,2021-07-04,Vietnam,Films,tt10622410,1,tt8685802,1,tt7587604,1,tt6114094,1,tt14781176,1,tt14023894,1,tt1413492,1,tt14953622,1,,,,
2021-07-04_Vietnam_TV,2021-07-04,Vietnam,TV,tt19845542,1,tt11769304,1,tt13433812,1,tt10839422,1,tt11769304,1,tt5182866,1,tt14518284,1,tt12004280,1,tt13676344,1,tt10850932,1
2021-07-11_Argentina_Films,2021-07-11,Argentina,Films,tt1616102,2,tt7601480,1,tt2386490,1,tt12211820,2,,,,,tt2267968,2,tt31798137,1,tt4779326,1,tt8155288,1
2021-07-11_Argentina_TV,2021-07-11,Argentina,TV,tt32375039,2,tt10839422,2,tt9077530,1,tt12626014,1,tt7134908,2,tt0387763,2,tt14033496,2,tt0233127,2,tt6315640,1,tt8598690,2
2021-07-11_Australia_Films,2021-07-11,Australia,Films,tt1025100,2,tt6107548,1,tt2963656,2,tt14008348,2,tt2267968,2,,,tt0803096,1,tt12546872,1,tt0377818,1,tt7601480,1
2021-07-11_Australia_TV,2021-07-11,Australia,TV,tt10839422,2,tt9077530,1,,,tt12004280,2,tt14033496,1,tt6315640,1,tt2861424,2,tt13322572,1,tt1064899,2,tt14681732,2
2021-07-11_Austria_Films,2021-07-11,Austria,Films,tt7601480,1,tt0803096,2,tt0903624,2,tt11850870,2,tt1170358,1,,,tt2310332,1,tt1650536,1,,,tt32322281,2
2021-07-11_Austria_TV,2021-07-11,Austria,TV,tt12004280,2,tt10839422,2,tt7817340,2,tt9077530,1,tt7134908,2,tt2531336,2,tt14033496,1,tt6111130,2,tt6315640,1,tt6111130,2
2021-07-11_Bahamas_Films,2021-07-11,Bahamas,Films,tt1616102,2,tt12211820,2,tt7601480,1,,,tt0803096,2,tt33396137,2,,,tt2386490,1,,,tt4779326,1
2021-07-11_Bahamas_TV,2021-07-11,Bahamas,TV,,,,,tt9077530,1,tt6045840,2,tt10839422,2,tt12004280,2,tt14033496,2,tt12427840,2,tt12626014,1,tt9077530,1
2021-07-11_Bahrain_Films,2021-07-11,Bahrain,Films,tt11027830,2,tt7601480,1,,,tt2199571,2,tt0903624,2,tt32322281,2,tt1170358,2,tt2310332,1,tt5734576,1,,
2021-07-11_Bahrain_TV,2021-07-11,Bahrain,TV,tt10839422,2,tt2306299,2,tt12004280,2,,,tt14033496,1,tt9077530,1,tt4320258,2,tt4320258,2,tt7134908,2,tt4320258,1
2021-07-11_Bangladesh_Films,2021-07-11,Bangladesh,Films,tt11027830,2,tt7601480,1,tt0833968,2,tt7547410,1,,,tt10661848,2,tt2267968,2,tt0803096,1,tt34739590,1,,
2021-07-11_Bangladesh_TV,2021-07-11,Bangladesh,TV,tt10839422,2,tt21912430,2,tt13433812,2,tt6468322,2,tt32270287,2,tt12004280,2,tt32270287,1,tt10850932,1,tt14518284,1,tt32270287,2
2021-07-11_Belgium_Films,2021-07-11,Belgium,Films,tt7601480,1,tt0903624,2,tt1170358,2,tt2310332,2,tt32322281,2,,,,,tt5562070,2,tt0486822,1,tt12546872,1
2021-07-11_Belgium_TV,2021-07-11,Belgium,TV,tt10839422,2,tt9077530,1,tt12004280,2,tt7134908,2,tt14033496,2,tt2531336,2,tt4052886,2,tt6315640,1,tt12626014,1,,
2021-07-11_Bolivia_Films,2021-07-11,Bolivia,Films,tt2386490,1,tt0803096,2,tt2267968,2,tt7601480,1,tt5562070,2,tt1616102,2,tt31798137,2,,,tt4779326,1,tt8155288,1
2021-07-11_Bolivia_TV,2021-07-11,Bolivia,TV,tt0233127,2,tt32375039,2,tt1704637,2,tt10839422,2,tt14821886,1,tt0387763,2,tt14033496,1,tt7134908,2,tt3904068,2,tt1704637,2
2021-07-11_Brazil_Films,2021-07-11,Brazil,Films,tt7601480,1,tt2386490,1,tt0803096,2,,,tt2381991,1,,,tt37460462,2,tt4779326,1,tt12546872,1,,
2021-07-11_Brazil_TV,2021-07-11,Brazil,TV,tt10839422,2,tt33374179,1,tt2734004,2,tt9077530,1,tt14033496,2,tt14856998,1,tt8430062,2,tt7134908,2,tt12626014,1,tt6315640,1
2021-07-11_Bulgaria_Films,2021-07-11,Bulgaria,Films,tt0803096,2,tt7601480,1,,,tt2381991,1,tt32811226,1,,,tt0134119,1,tt1473832,1,tt2674426,2,tt32322281,2
2021-07-11_Bulgaria_TV,2021-07-11,Bulgaria,TV,tt12004280,2,tt10839422,2,tt7134908,2,tt4052886,2,tt12004280,2,tt0182576,1,tt9077530,1,tt6315640,1,tt4052886,2,tt14664414,1
2021-07-11_Canada_Films,2021-07-11,Canada,Films,tt6146586,2,tt5113040,2,tt1649419,1,tt7601480,1,,,,,tt32322281,2,tt0970866,1,tt0486822,2,tt2267968,1
2021-07-11_Canada_TV,2021-07-11,Canada,TV,tt9077530,1,tt14738778,2,tt12004280,2,tt10839422,2,tt22541836,2,tt14738778,2,tt22541836,2,tt14033496,2,tt6315640,1,tt22541836,2
2021-07-11_Chile_Films,2021-07-11,Chile,Films,tt7601480,1,tt2386490,1,tt1616102,2,tt2267968,2,tt5562070,2,tt12211820,1,,,tt4779326,1,tt31798137,2,,
2021-07-11_Chile_TV,2021-07-11,Chile,TV,tt32375039,2,tt10839422,2,tt14033496,2,tt9077530,1,tt0233127,2,tt0387763,2,tt12626014,1,tt6315640,1,tt7134908,2,tt3904068,2
2021-07-11_Colombia_Films,2021-07-11,Colombia,Films,tt1616102,2,tt7601480,1,tt2386490,1,,,tt32322281,2,tt37460462,2,,,tt12211820,1,tt5562070,2,tt0803096,1
2021-07-11_Colombia_TV,2021-07-11,Colombia,TV,tt32375039,2,tt10839422,2,tt7134908,2,,,tt9077530,1,tt2929018,2,tt0233127,2,tt14821886,1,tt14033496,1,tt3904068,2
2021-07-11_Costa_Rica_Films,2021-07-11,Costa_Rica,Films,tt1616102,2,tt2386490,1,tt7601480,1,tt32322281,2,tt5562070,2,,,tt2267968,2,tt4779326,1,tt37460462,2,tt31798137,2
2021-07-11_Costa_Rica_TV,2021-07-11,Costa_Rica,TV,tt32375039,2,tt9077530,1,tt10839422,2,tt0233127,2,tt0387763,2,,,tt7134908,2,tt14033496,1,tt14821886,1,tt12626014,1
2021-07-11_Croatia_Films,2021-07-11,Croatia,Films,tt12546872,1,tt32322281,2,tt7601480,1,,,tt5562070,2,,,tt0803096,2,tt2381991,1,tt0903624,2,tt0117705,1
2021-07-11_Croatia_TV,2021-07-11,Croatia,TV,tt10839422,2,tt12004280,2,tt9077530,1,tt7134908,2,tt2531336,2,tt12004280,2,tt6315640,1,tt14033496,1,tt0182576,1,tt4052886,2
2021-07-11_Cyprus_Films,2021-07-11,Cyprus,Films,tt7601480,1,tt0803096,2,tt2381991,1,tt12546872,1,tt0330793,2,tt2267968,2,tt1723121,1,tt5562070,2,tt32322281,2,,
2021-07-11_Cyprus_TV,2021-07-11,Cyprus,TV,tt10839422,2,tt12004280,2,,,tt9077530,1,tt14033496,2,tt7134908,2,tt4052886,2,,,tt2531336,2,tt12004280,2
2021-07-11_Czech_Republic_Films,2021-07-11,Czech_Republic,Films,tt7601480,1,,,tt0803096,2,tt32322281,2,,,tt5562070,2,tt2674426,2,tt2310332,2,tt10687740,2,tt1473832,1
2021-07-11_Czech_Republic_TV,2021-07-11,Czech_Republic,TV,tt12004280,2,tt10839422,2,tt14033496,2,tt9077530,1,tt12004280,2,tt0491603,1,tt4052886,2,tt2531336,2,tt7134908,2,tt4052886,2
2021-07-11_Denmark_Films,2021-07-11,Denmark,Films,tt0803096,2,,,tt2267968,2,tt2674426,2,tt32322281,2,tt0903624,2,tt12546872,1,tt2381991,1,tt1170358,1,tt5562070,2
2021-07-11_Denmark_TV,2021-07-11,Denmark,TV,tt12004280,2,tt9077530,1,tt10839422,2,tt7817340,2,tt14664414,1,tt2306299,2,tt6315640,1,tt2531336,2,tt13322572,1,tt4052886,2
2021-07-11_Dominican_Republic_Films,2021-07-11,Dominican_Republic,Films,tt7601480,1,tt1616102,2,tt12211820,2,tt2386490,1,tt0803096,2,tt37460462,2,,,,,,,tt8155288,1
2021-07-11_Dominican_Republic_TV,2021-07-11,Dominican_Republic,TV,tt32375039,2,tt10839422,2,tt0387763,2,tt3904068,2,tt3904068,2,tt3904068,2,,,tt14033496,1,tt8598690,2,,
2021-07-11_Ecuador_Films,2021-07-11,Ecuador,Films,tt2386490,1,tt7601480,1,tt1616102,2,tt2267968,2,tt0803096,2,tt4779326,1,tt31798137,2,tt5562070,2,,,tt8155288,1
2021-07-11_Ecuador_TV,2021-07-11,Ecuador,TV,tt32375039,2,tt0387763,2,tt0233127,2,tt14033496,1,tt10839422,2,tt3904068,2,tt3904068,2,tt14821886,1,tt3904068,2,tt3904068,1
2021-07-11_Egypt_Films,2021-07-11,Egypt,Films,tt32322281,2,tt7601480,1,,,tt5562070,2,,,,,tt2674426,2,tt2310332,1,tt0903624,2,tt8241160,2
2021-07-11_Egypt_TV,2021-07-11,Egypt,TV,tt10839422,2,tt7134908,2,tt12004280,2,tt2531336,2,tt2306299,1,tt4052886,2,tt32270287,2,tt32270287,2,tt32270287,1,tt32270287,2
2021-07-11_El_Salvador_Films,2021-07-11,El_Salvador,Films,tt2386490,1,tt2267968,2,tt1616102,2,tt7601480,1,,,,,tt31798137,2,tt5562070,2,tt37460462,2,tt12211820,1
2021-07-11_El_Salvador_TV,2021-07-11,El_Salvador,TV,tt32375039,2,tt0233127,2,tt14821886,1,,,tt3904068,2,tt3904068,2,tt8598690,2,tt3904068,2,tt0387763,1,tt14033496,1
2021-07-11_Estonia_Films,2021-07-11,Estonia,Films,tt7975244,2,tt7601480,1,tt1469304,2,tt0903624,2,tt0803096,2,tt1170358,1,,,tt3118534,1,tt2310332,1,tt6617618,1
2021-07-11_Estonia_TV,2021-07-11,Estonia,TV,tt12004280,2,tt10839422,2,tt7817340,2,tt2861424,2,tt9077530,1,tt6315640,1,tt4052886,2,tt7817340,1,tt12004280,2,tt14664414,1
2021-07-11_Finland_Films,2021-07-11,Finland,Films,,,tt0803096,2,tt0903624,1,tt2267968,2,,,tt2674426,2,tt7601480,1,tt1170358,1,tt2310332,1,tt5503686,1
2021-07-11_Finland_TV,2021-07-11,Finland,TV,tt10839422,2,tt9077530,1,tt12004280,2,tt7817340,1,tt2306299,2,tt14664414,1,tt6315640,1,tt4052886,2,,,tt2531336,2
2021-07-11_France_Films,2021-07-11,France,Films,tt7601480,1,tt37274197,2,tt1259571,2,tt2283362,2,tt1325004,1,,,,,tt0903624,2,,,tt1170358,2
2021-07-11_France_TV,2021-07-11,France,TV,tt7817340,2,tt10839422,2,tt7134908,2,tt9077530,1,tt2531336,2,tt14033496,1,tt12004280,2,tt8403570,1,tt12626014,1,tt4052886,2
2021-07-11_Germany_Films,2021-07-11,Germany,Films,tt7601480,1,tt0903624,2,tt0803096,2,tt1170358,1,tt2310332,1,,,tt1650536,1,tt13150474,1,,,tt11850870,2
2021-07-11_Germany_TV,2021-07-11,Germany,TV,tt7817340,2,tt12004280,2,tt10839422,2,tt9077530,1,tt7134908,2,tt14033496,1,tt2531336,2,tt9849210,1,tt6111130,2,tt6111130,2
2021-07-11_Greece_Films,2021-07-11,Greece,Films,tt0903624,2,tt1170358,2,tt2310332,1,tt0803096,2,tt7601480,1,,,tt12546872,1,tt2674426,2,tt2267968,1,tt5562070,2
2021-07-11_Greece_TV,2021-07-11,Greece,TV,tt7817340,2,tt10839422,2,tt12004280,2,tt9077530,1,tt7134908,2,tt7817340,1,tt12626014,1,tt2531336,2,tt4052886,2,,
2021-07-11_Guadeloupe_Films,2021-07-11,Guadeloupe,Films,tt7601480,1,tt2283362,2,tt37274197,2,,,tt1259571,2,tt1325004,2,,,,,tt2386490,1,tt1981128,1
2021-07-11_Guadeloupe_TV,2021-07-11,Guadeloupe,TV,tt7817340,2,tt10839422,2,tt12004280,2,tt6045840,2,tt9077530,1,tt7134908,2,tt14033496,1,tt12626014,1,tt8403570,1,tt3909224,2
2021-07-11_Guatemala_Films,2021-07-11,Guatemala,Films,tt2386490,1,tt1616102,2,tt2267968,2,tt31798137,2,tt7601480,1,tt5562070,2,,,tt37460462,2,,,tt8155288,1
2021-07-11_Guatemala_TV,2021-07-11,Guatemala,TV,tt32375039,2,tt14821886,1,tt0233127,2,tt0387763,2,tt10839422,2,tt9077530,1,,,tt8598690,2,tt7134908,2,tt14033496,1
2021-07-11_Honduras_Films,2021-07-11,Honduras,Films,tt1616102,2,tt7601480,1,tt2386490,1,,,,,tt37460462,2,tt2267968,2,tt32322281,2,tt5562070,2,tt4779326,1
2021-07-11_Honduras_TV,2021-07-11,Honduras,TV,tt32375039,2,tt0387763,2,,,tt10839422,2,tt0233127,2,tt14821886,1,tt7134908,2,tt9077530,1,tt3904068,2,tt3904068,2
2021-07-11_Hong_Kong_Films,2021-07-11,Hong_Kong,Films,tt6806448,1,tt7587604,2,tt0317919,2,tt0833968,2,tt14781176,2,tt2334879,2,tt1469304,1,tt0803096,2,,,tt13186306,1
2021-07-11_Hong_Kong_TV,2021-07-11,Hong_Kong,TV,tt10839422,2,tt12004280,2,tt14376958,2,tt11769304,2,tt13173144,1,tt14518284,1,tt10477528,2,tt19845542,2,tt12343534,2,tt13814840,1
2021-07-11_Hungary_Films,2021-07-11,Hungary,Films,tt7601480,1,,,tt32322281,2,,,tt5562070,2,tt2674426,2,,,tt12546872,1,tt0803096,2,tt8707922,2
2021-07-11_Hungary_TV,2021-07-11,Hungary,TV,tt10839422,2,tt12004280,2,tt9077530,1,tt0491603,1,tt14033496,1,tt6468322,2,tt2531336,2,tt12626014,1,tt12004280,2,tt7134908,2
